Genome	Order_VC_predicted	Family_VC_predicted	Genus_VC_predicted	VC	VC Subcluster	VC Status
Bacillus~phage~Gamma	['Caudovirales']	['Siphoviridae']	['Wbetavirus']	198_0	VC_198_0	Clustered
Bacillus~phage~Grass	['Caudovirales']	['Myoviridae']	['Nit1virus']	169_2	VC_169_2	Clustered
Bacillus~phage~Hakuna	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~JBP901	['Caudovirales']	['Myoviridae']	['Bc431virus']	169_4	VC_169_4	Clustered
Bacillus~phage~JL	['Caudovirales']	['Myoviridae']	['Cp51virus']	171_1	VC_171_1	Clustered
Bacillus~phage~Kida	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~Mater	['Caudovirales']	['Herelleviridae']	Unassigned	169_9	VC_169_9	Clustered/Singleton
Bacillus~phage~Megatron	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~Mgbh1	['Caudovirales']	['Siphoviridae']	['Magadivirus']	221_0	VC_221_0	Clustered/Singleton
Bacillus~phage~Moonbeam	['Caudovirales']	['Herelleviridae']	Unassigned	169_8	VC_169_8	Clustered/Singleton
Bacillus~phage~Nemo	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~Nigalana	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~NotTheCreek	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~PBC1	['Caudovirales']	['Siphoviridae']	Unassigned	209_0	VC_209_0	Clustered
Bacillus~phage~PM1	['Caudovirales']	['Siphoviridae']	['Saundersvirus']	223_1	VC_223_1	Clustered/Singleton
Bacillus~phage~Page	['Caudovirales']	['Podoviridae']	['Pagevirus']	224_0	VC_224_0	Clustered
Bacillus~phage~Palmer	['Caudovirales']	['Podoviridae']	['Pagevirus']	224_0	VC_224_0	Clustered
Bacillus~phage~Pascal	['Caudovirales']	['Podoviridae']	['Pagevirus']	224_0	VC_224_0	Clustered
Bacillus~phage~Pavlov	['Caudovirales']	['Podoviridae']	['Pagevirus']	224_0	VC_224_0	Clustered
Bacillus~phage~PfEFR-4	['Caudovirales']	['Siphoviridae']	Unassigned	199_0	VC_199_0	Clustered
Bacillus~phage~PfEFR-5	['Caudovirales']	['Siphoviridae']	Unassigned	199_0	VC_199_0	Clustered
Bacillus~phage~Pony	['Caudovirales']	['Podoviridae']	['Pagevirus']	224_0	VC_224_0	Clustered
Bacillus~phage~Pookie	['Caudovirales']	['Podoviridae']	['Pagevirus']	224_0	VC_224_0	Clustered
Bacillus~phage~SIOphi	['Caudovirales']	['Herelleviridae']	Unassigned	169_11	VC_169_11	Clustered/Singleton
Bacillus~phage~SageFayge	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~SalinJah	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~Shanette	['Caudovirales']	['Myoviridae']	['Cp51virus']	171_1	VC_171_1	Clustered
Bacillus~phage~Shbh1	['Caudovirales']	['Myoviridae']	['Shalavirus']	169_1	VC_169_1	Clustered/Singleton
Bacillus~phage~Slash	['Caudovirales']	['Siphoviridae']	['Slashvirus']	229_0	VC_229_0	Clustered
Bacillus~phage~Stahl	['Caudovirales']	['Siphoviridae']	['Slashvirus']	229_0	VC_229_0	Clustered
Bacillus~phage~Staley	['Caudovirales']	['Siphoviridae']	['Slashvirus']	229_0	VC_229_0	Clustered
Bacillus~phage~Stills	['Caudovirales']	['Siphoviridae']	['Slashvirus']	229_0	VC_229_0	Clustered
Bacillus~phage~TP21-L	['Caudovirales']	['Siphoviridae']	['Tp21virus']	202_0	VC_202_0	Clustered
Bacillus~phage~TsarBomba	['Caudovirales']	['Myoviridae']	['Tsarbombavirus']	169_0	VC_169_0	Clustered
Bacillus~phage~VMY22	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
Bacillus~phage~W.Ph.	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~Wip1	['Kalamavirales']	['Tectiviridae']	['Betatectivirus']	196_0	VC_196_0	Clustered
Bacillus~phage~Zuko	['Caudovirales']	['Myoviridae', 'Herelleviridae']	['Wphvirus']	170_0	VC_170_0	Clustered
Bacillus~phage~phi105	['Caudovirales']	['Siphoviridae']	Unassigned	205_0	VC_205_0	Clustered
Bacillus~phage~phiAGATE	['Caudovirales']	['Myoviridae']	['Agatevirus']	169_6	VC_169_6	Clustered
Bacillus~phage~phiNIT1	['Caudovirales']	['Myoviridae']	['Nit1virus']	169_2	VC_169_2	Clustered
Bacillus~phage~vB_BboS-125	['Caudovirales']	['Myoviridae']	Unassigned	200_0	VC_200_0	Clustered
Bacillus~phage~vB_BceM_Bc431v3	['Caudovirales']	['Myoviridae']	['Bc431virus']	169_5	VC_169_5	Clustered
Bacillus~phage~vB_BceS-MY192	['Caudovirales']	['Siphoviridae']	Unassigned	199_0	VC_199_0	Clustered
Bacillus~phage~vB_BmeM-Goe8	['Caudovirales']	['Herelleviridae']	Unassigned	169_10	VC_169_10	Clustered/Singleton
Bacillus~phage~vB_BsuM-Goe3	['Caudovirales']	['Herelleviridae']	['Nitunavirus']	169_3	VC_169_3	Clustered
Bacillus~phage~vB_BtS_B83	['Caudovirales']	['Siphoviridae']	Unassigned	203_0	VC_203_0	Clustered
Bacillus~phage~vB_BtS_BMBtp14	['Caudovirales']	['Siphoviridae']	Unassigned	203_0	VC_203_0	Clustered
Bacillus~virus~AP50	['Kalamavirales']	['Tectiviridae']	['Betatectivirus']	196_0	VC_196_0	Clustered
Bacillus~virus~Andromeda	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~B103	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
Bacillus~virus~BM15	['Caudovirales']	['Myoviridae']	['Bc431virus']	169_5	VC_169_5	Clustered
Bacillus~virus~BMBtp2	['Caudovirales']	['Siphoviridae']	['Tp21virus']	202_0	VC_202_0	Clustered
Bacillus~virus~Blastoid	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~Curly	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~Eoghan	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~Finn	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~GA1	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
Bacillus~virus~Glittering	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~PBS1	['Caudovirales']	['Myoviridae']	Unassigned	168_0	VC_168_0	Clustered
Bacillus~virus~Riggi	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~SPO1	['Caudovirales']	['Myoviridae']	['Spo1virus']	171_0	VC_171_0	Clustered
Bacillus~virus~Taylor	['Caudovirales']	['Siphoviridae']	['Andromedavirus']	246_0	VC_246_0	Clustered
Bacillus~virus~Wbeta	['Caudovirales']	['Siphoviridae']	['Wbetavirus']	198_0	VC_198_0	Clustered
Bacillus~virus~phi29	['Caudovirales']	['Podoviridae']	['Phi29virus']	58_0	VC_58_0	Clustered
Bacteriophage~APSE-2	['Caudovirales']	['Podoviridae']	Unassigned	249_0	VC_249_0	Clustered
Bacteriophage~sp.	['Caudovirales']	['Siphoviridae']	['Chivirus']	17_0	VC_17_0	Clustered
Bacteroides~phage~B124-14	['Caudovirales']	['Siphoviridae']	Unassigned	211_0	VC_211_0	Clustered
Bacteroides~phage~B40-8	['Caudovirales']	['Siphoviridae']	Unassigned	211_0	VC_211_0	Clustered
Bdellovibrio~phage~phi1422	['Caudovirales']	['Myoviridae']	Unassigned	109_0	VC_109_0	Clustered
Bdellovibrio~phage~phiMH2K	['Petitvirales']	['Microviridae']	['Bdellomicrovirus', 'Chlamydiamicrovirus']	264_0	VC_264_0	Clustered
Bordetella~virus~BPP1	['Caudovirales']	['Podoviridae']	['Bpp1virus']	248_0	VC_248_0	Clustered
Brevibacillus~phage~Abouo	['Caudovirales']	['Myoviridae']	['Jimmervirus', 'Abouovirus']	270_0	VC_270_0	Clustered
Brevibacillus~phage~Davies	['Caudovirales']	['Myoviridae']	['Jimmervirus', 'Abouovirus']	270_0	VC_270_0	Clustered
Brevibacillus~phage~Jimmer1	['Caudovirales']	['Myoviridae']	['Jimmervirus', 'Abouovirus']	270_0	VC_270_0	Clustered
Brevibacillus~phage~Jimmer2	['Caudovirales']	['Myoviridae']	['Jimmervirus', 'Abouovirus']	270_0	VC_270_0	Clustered
Brevibacillus~phage~Osiris	['Caudovirales']	['Myoviridae']	['Jimmervirus', 'Abouovirus']	270_0	VC_270_0	Clustered
Brevibacillus~phage~Sundance	['Caudovirales']	['Siphoviridae']	Unassigned	172_0	VC_172_0	Clustered/Singleton
Brevibacterium~phage~LuckyBarnes	['Caudovirales']	['Siphoviridae']	['Luckybarnesvirus']	144_0	VC_144_0	Clustered
Brochothrix~phage~BL3	['Caudovirales']	['Siphoviridae']	['Phifelvirus']	277_1	VC_277_1	Clustered
Brucella~phage~BiPBO1	['Caudovirales']	['Siphoviridae']	Unassigned	287_0	VC_287_0	Clustered
Brucella~phage~Pr	['Caudovirales']	['Podoviridae']	['Prtbvirus']	289_0	VC_289_0	Clustered
Brucella~phage~Tb	['Caudovirales']	['Podoviridae']	['Prtbvirus']	289_0	VC_289_0	Clustered
Burkholderia~phage~Bcep176	['Caudovirales']	['Siphoviridae']	['E125virus', 'Stanholtvirus']	286_0	VC_286_0	Clustered
Burkholderia~phage~BcepNazgul	['Caudovirales']	['Siphoviridae']	['Nazgulvirus', 'Ahduovirus']	18_0	VC_18_0	Clustered
Burkholderia~phage~Bp-AMP1	['Caudovirales']	['Autographiviridae']	['Aqualcavirus', 'Percyvirus', 'Ampunavirus', 'Bifseptvirus', 'Higashivirus', 'Sukuvirus', 'Risjevirus', 'Scottvirus', 'Lullwatervirus', 'Pollyceevirus', 'Ermolevavirus', 'Kalppathivirus', 'Mguuvirus', 'Napahaivirus']	80_0	VC_80_0	Clustered
Burkholderia~phage~JG068	['Caudovirales']	['Autographiviridae']	['Aqualcavirus', 'Percyvirus', 'Ampunavirus', 'Bifseptvirus', 'Higashivirus', 'Sukuvirus', 'Risjevirus', 'Scottvirus', 'Lullwatervirus', 'Pollyceevirus', 'Ermolevavirus', 'Kalppathivirus', 'Mguuvirus', 'Napahaivirus']	80_0	VC_80_0	Clustered
Burkholderia~phage~KL3	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~phage~KS14	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~phage~KS5	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~phage~KS9	['Caudovirales']	['Siphoviridae']	['E125virus', 'Stanholtvirus']	286_0	VC_286_0	Clustered
Burkholderia~phage~ST79	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~phage~vB_BceM_AP3	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~phage~vB_BceS_AH2	['Caudovirales']	['Siphoviridae']	['Nazgulvirus', 'Ahduovirus']	18_0	VC_18_0	Clustered
Burkholderia~phage~vB_BceS_KL1	['Caudovirales']	['Siphoviridae']	['Lokivirus', 'Septima3virus', 'Titanvirus', 'Septimatrevirus']	1_0	VC_1_0	Clustered
Burkholderia~virus~Bcep1	['Caudovirales']	['Myoviridae']	['Bcep78virus']	35_0	VC_35_0	Clustered
Burkholderia~virus~Bcep22	['Caudovirales']	['Podoviridae']	['Bcep22virus']	312_0	VC_312_0	Clustered
Burkholderia~virus~Bcep43	['Caudovirales']	['Myoviridae']	['Bcep78virus']	35_0	VC_35_0	Clustered
Burkholderia~virus~Bcep781	['Caudovirales']	['Myoviridae']	['Bcep78virus']	35_0	VC_35_0	Clustered
Burkholderia~virus~BcepF1	['Caudovirales']	['Myoviridae']	['Pbunavirus', 'Carpasinavirus', 'Tabernariusvirus']	296_0	VC_296_0	Clustered
Burkholderia~virus~BcepNY3	['Caudovirales']	['Myoviridae']	['Bcep78virus']	35_0	VC_35_0	Clustered
Burkholderia~virus~Bcepil02	['Caudovirales']	['Podoviridae']	['Bcep22virus']	312_0	VC_312_0	Clustered
Burkholderia~virus~Bcepmigl	['Caudovirales']	['Podoviridae']	['Bcep22virus']	312_0	VC_312_0	Clustered
Burkholderia~virus~DC1	['Caudovirales']	['Podoviridae']	['Bcep22virus']	312_0	VC_312_0	Clustered
Burkholderia~virus~phi1026b	['Caudovirales']	['Siphoviridae']	['E125virus', 'Stanholtvirus']	286_0	VC_286_0	Clustered
Burkholderia~virus~phi52237	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~virus~phi6442	['Caudovirales']	['Siphoviridae']	['E125virus', 'Stanholtvirus']	286_0	VC_286_0	Clustered
Burkholderia~virus~phiE122	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Burkholderia~virus~phiE125	['Caudovirales']	['Siphoviridae']	['E125virus', 'Stanholtvirus']	286_0	VC_286_0	Clustered
Burkholderia~virus~phiE202	['Caudovirales']	['Myoviridae']	['Citexvirus', 'Kisquinquevirus', 'Kisquattuordecimvirus', 'Peduovirus', 'Simpcentumvirus', 'Tigrvirus', 'Nampongvirus', 'Felsduovirus', 'P2virus', 'Aresaunavirus']	160_0	VC_160_0	Clustered
Campylobacter~phage~CP30A	['Caudovirales']	['Myoviridae']	['Cp8virus', 'Fletchervirus']	322_0	VC_322_0	Clustered
Campylobacter~phage~PC14	['Caudovirales']	['Myoviridae']	['Cp8virus', 'Fletchervirus']	322_0	VC_322_0	Clustered
Campylobacter~phage~vB_CjeM_Los1	['Caudovirales']	['Myoviridae']	['Cp8virus', 'Fletchervirus']	322_0	VC_322_0	Clustered
Campylobacter~virus~CP21	['Caudovirales']	['Myoviridae']	['Cp220virus']	323_0	VC_323_0	Clustered
Campylobacter~virus~CP220	['Caudovirales']	['Myoviridae']	['Cp220virus']	323_0	VC_323_0	Clustered
Campylobacter~virus~CP81	['Caudovirales']	['Myoviridae']	['Cp8virus', 'Fletchervirus']	322_0	VC_322_0	Clustered
Campylobacter~virus~CPX	['Caudovirales']	['Myoviridae']	['Cp8virus', 'Fletchervirus']	322_0	VC_322_0	Clustered
Campylobacter~virus~CPt10	['Caudovirales']	['Myoviridae']	['Cp220virus']	323_0	VC_323_0	Clustered
Campylobacter~virus~IBB35	['Caudovirales']	['Myoviridae']	['Cp220virus']	323_0	VC_323_0	Clustered
Campylobacter~virus~NCTC12673	['Caudovirales']	['Myoviridae']	['Cp8virus', 'Fletchervirus']	322_0	VC_322_0	Clustered
Caulobacter~phage~CcrBL10	['Caudovirales']	['Siphoviridae']	['Phicbkvirus', 'Poindextervirus']	117_2	VC_117_2	Clustered
Caulobacter~phage~CcrBL9	['Caudovirales']	['Siphoviridae']	['Bertelyvirus']	117_0	VC_117_0	Clustered
Caulobacter~phage~CcrColossus	['Caudovirales']	['Siphoviridae']	['Colossusvirus']	117_1	VC_117_1	Clustered
Caulobacter~phage~CcrPW	['Caudovirales']	['Siphoviridae']	['Colossusvirus']	117_1	VC_117_1	Clustered
Caulobacter~phage~CcrSC	['Caudovirales']	['Siphoviridae']	['Bertelyvirus']	117_0	VC_117_0	Clustered
Caulobacter~phage~Lullwater	['Caudovirales']	['Autographiviridae']	['Aqualcavirus', 'Percyvirus', 'Ampunavirus', 'Bifseptvirus', 'Higashivirus', 'Sukuvirus', 'Risjevirus', 'Scottvirus', 'Lullwatervirus', 'Pollyceevirus', 'Ermolevavirus', 'Kalppathivirus', 'Mguuvirus', 'Napahaivirus']	80_0	VC_80_0	Clustered
Caulobacter~phage~Percy	['Caudovirales']	['Autographiviridae']	['Aqualcavirus', 'Percyvirus', 'Ampunavirus', 'Bifseptvirus', 'Higashivirus', 'Sukuvirus', 'Risjevirus', 'Scottvirus', 'Lullwatervirus', 'Pollyceevirus', 'Ermolevavirus', 'Kalppathivirus', 'Mguuvirus', 'Napahaivirus']	80_0	VC_80_0	Clustered
Caulobacter~phage~Seuss	['Caudovirales']	['Siphoviridae']	['Seussvirus']	15_0	VC_15_0	Clustered
Caulobacter~virus~Karma	['Caudovirales']	['Siphoviridae']	['Phicbkvirus']	117_3	VC_117_3	Clustered
Caulobacter~virus~Magneto	['Caudovirales']	['Siphoviridae']	['Phicbkvirus']	117_3	VC_117_3	Clustered
Caulobacter~virus~Rogue	['Caudovirales']	['Siphoviridae']	['Phicbkvirus', 'Poindextervirus']	117_2	VC_117_2	Clustered
Caulobacter~virus~Swift	['Caudovirales']	['Siphoviridae']	['Phicbkvirus']	117_3	VC_117_3	Clustered
Caulobacter~virus~phiCbK	['Caudovirales']	['Siphoviridae']	['Phicbkvirus']	117_3	VC_117_3	Clustered
Celeribacter~phage~P12053L	['Caudovirales']	['Podoviridae']	Unassigned	324_0	VC_324_0	Clustered
Cellulophaga~phage~phi10:1	['Caudovirales']	['Siphoviridae']	Unassigned	328_0	VC_328_0	Clustered
Cellulophaga~phage~phi12:1	['Caudovirales']	['Siphoviridae']	['Cba181virus']	330_0	VC_330_0	Clustered
Cellulophaga~phage~phi12:2	['Petitvirales']	['Microviridae']	Unassigned	332_0	VC_332_0	Clustered
Cellulophaga~phage~phi12a:1	['Petitvirales']	['Microviridae']	Unassigned	332_0	VC_332_0	Clustered
Cellulophaga~phage~phi13:2	['Caudovirales']	['Podoviridae']	Unassigned	327_0	VC_327_0	Clustered
Cellulophaga~phage~phi17:1	['Caudovirales']	['Siphoviridae']	['Cba181virus']	330_0	VC_330_0	Clustered
Cellulophaga~phage~phi17:2	['Caudovirales']	['Podoviridae']	['Cba41virus']	329_0	VC_329_0	Clustered
Cellulophaga~phage~phi18:1	['Caudovirales']	['Siphoviridae']	['Cba181virus']	330_0	VC_330_0	Clustered
Cellulophaga~phage~phi18:3	['Caudovirales']	['Podoviridae']	Unassigned	327_0	VC_327_0	Clustered
Cellulophaga~phage~phi19:1	['Caudovirales']	['Siphoviridae']	Unassigned	328_0	VC_328_0	Clustered
Cellulophaga~phage~phi19:3	['Caudovirales']	['Podoviridae']	Unassigned	327_0	VC_327_0	Clustered
Cellulophaga~phage~phi46:3	['Caudovirales']	['Podoviridae']	Unassigned	327_0	VC_327_0	Clustered
Cellulophaga~phage~phi4:1	['Caudovirales']	['Podoviridae']	['Cba41virus']	329_0	VC_329_0	Clustered
Chlamydia~phage~2	['Petitvirales']	['Microviridae']	['Bdellomicrovirus', 'Chlamydiamicrovirus']	264_0	VC_264_0	Clustered
Chlamydia~phage~4	['Petitvirales']	['Microviridae']	['Bdellomicrovirus', 'Chlamydiamicrovirus']	264_0	VC_264_0	Clustered
Chlamydia~phage~CPG1	['Petitvirales']	['Microviridae']	['Bdellomicrovirus', 'Chlamydiamicrovirus']	264_0	VC_264_0	Clustered
Chlamydia~virus~CPAR39	['Petitvirales']	['Microviridae']	['Bdellomicrovirus', 'Chlamydiamicrovirus']	264_0	VC_264_0	Clustered
Chlamydia~virus~Chp1	['Petitvirales']	['Microviridae']	['Chlamydiamicrovirus']	265_0	VC_265_0	Clustered
Citrobacter~phage~CF1~DK-2017	['Caudovirales']	['Siphoviridae', 'Drexlerviridae']	['Warwickvirus', 'Hanrivervirus', 'Tlsvirus']	339_0	VC_339_0	Clustered
Citrobacter~phage~CF1~ERZ-2017	['Caudovirales']	['Myoviridae']	['Moonvirus']	41_8	VC_41_8	Clustered
Citrobacter~phage~CR44b	['Caudovirales']	['Autographiviridae']	['Caroctavirus', 'Teseptimavirus', 'Kayfunavirus']	341_0	VC_341_0	Clustered
Citrobacter~phage~CR8	['Caudovirales']	['Autographiviridae']	['Caroctavirus', 'Teseptimavirus', 'Kayfunavirus']	341_0	VC_341_0	Clustered
Citrobacter~phage~CVT22	['Caudovirales']	['Podoviridae']	Unassigned	90_0	VC_90_0	Clustered
Citrobacter~phage~IME-CF2	['Caudovirales']	['Myoviridae']	Unassigned	42_1	VC_42_1	Clustered
Citrobacter~phage~Margaery	['Caudovirales']	['Myoviridae']	Unassigned	42_1	VC_42_1	Clustered
Citrobacter~phage~Merlin	['Caudovirales']	['Myoviridae']	['Moonvirus']	41_8	VC_41_8	Clustered
Citrobacter~phage~Michonne	['Caudovirales']	['Myoviridae']	['Felixo1virus', 'Mooglevirus', 'Felixounavirus', 'Suspvirus']	19_0	VC_19_0	Clustered
Citrobacter~phage~Miller	['Caudovirales']	['Myoviridae']	Unassigned	42_1	VC_42_1	Clustered
Citrobacter~phage~Moogle	['Caudovirales']	['Myoviridae']	['Felixo1virus', 'Mooglevirus', 'Felixounavirus', 'Suspvirus']	19_0	VC_19_0	Clustered
Citrobacter~phage~Moon	['Caudovirales']	['Myoviridae']	['Moonvirus']	41_8	VC_41_8	Clustered
Citrobacter~phage~Mordin	['Caudovirales']	['Myoviridae']	['Felixo1virus', 'Mooglevirus', 'Felixounavirus', 'Suspvirus']	19_0	VC_19_0	Clustered
Citrobacter~phage~SH1	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Citrobacter~phage~SH2	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Citrobacter~phage~SH3	['Caudovirales']	['Autographiviridae']	['Caroctavirus', 'Teseptimavirus', 'Kayfunavirus']	341_0	VC_341_0	Clustered
Citrobacter~phage~SH4	['Caudovirales']	['Autographiviridae']	['Caroctavirus', 'Teseptimavirus', 'Kayfunavirus']	341_0	VC_341_0	Clustered
Citrobacter~phage~Sazh	['Caudovirales']	['Siphoviridae', 'Drexlerviridae']	['Warwickvirus', 'Hanrivervirus', 'Tlsvirus']	339_0	VC_339_0	Clustered
Citrobacter~phage~phiCFP-1	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Teetrevirus', 'Foetvirus', 'Berlinvirus', 'T7virus', 'Teseptimavirus', 'Elunavirus', 'Unyawovirus', 'Jarilovirus', 'Pektosvirus', 'Apdecimavirus', 'Minipunavirus']	342_0	VC_342_0	Clustered
Citrobacter~phage~vB_CfrM_CfP1	['Caudovirales']	['Myoviridae']	Unassigned	42_1	VC_42_1	Clustered
Citrobacter~phage~vB_CroP_CrRp3	['Caudovirales']	['Autographiviridae', 'Podoviridae']	['Vectrevirus', 'Axomammavirus', 'Sp6virus', 'Tuodvirus', 'Zindervirus', 'Acadevirus', 'Eracentumvirus']	351_0	VC_351_0	Clustered
Citrobacter~virus~Stevie	['Caudovirales']	['Siphoviridae', 'Drexlerviridae']	['Warwickvirus', 'Hanrivervirus', 'Tlsvirus']	339_0	VC_339_0	Clustered
Clavibacter~phage~CMP1	['Caudovirales']	['Siphoviridae']	['Cinunavirus', 'Cimpunavirus']	147_0	VC_147_0	Clustered
Clavibacter~phage~CN1A	['Caudovirales']	['Siphoviridae']	['Cinunavirus', 'Cimpunavirus']	147_0	VC_147_0	Clustered
Clostridium~phage~CDKM15	['Caudovirales']	['Myoviridae']	['Cd119virus', 'Lubbockvirus']	190_1	VC_190_1	Clustered
Clostridium~phage~CDKM9	['Caudovirales']	['Myoviridae']	['Cd119virus', 'Lubbockvirus']	190_1	VC_190_1	Clustered
Clostridium~phage~CDMH1	['Caudovirales']	['Myoviridae']	['Cd119virus', 'Lubbockvirus']	190_2	VC_190_2	Clustered
Clostridium~phage~CPD2	['Caudovirales']	['Podoviridae']	Unassigned	356_0	VC_356_0	Clustered
Clostridium~phage~CPS1	['Caudovirales']	['Podoviridae']	Unassigned	356_0	VC_356_0	Clustered
Clostridium~phage~CPS2	['Caudovirales']	['Podoviridae']	Unassigned	357_0	VC_357_0	Clustered
Clostridium~phage~CpV1	['Caudovirales']	['Podoviridae']	Unassigned	356_0	VC_356_0	Clustered
Clostridium~phage~PhiS63	['Caudovirales']	['Siphoviridae']	Unassigned	206_0	VC_206_0	Clustered
Clostridium~phage~phi24R	['Caudovirales']	['Podoviridae']	Unassigned	356_0	VC_356_0	Clustered
Clostridium~phage~phi3626	['Caudovirales']	['Siphoviridae']	Unassigned	206_0	VC_206_0	Clustered
Clostridium~phage~phiCD111	['Caudovirales']	['Siphoviridae']	Unassigned	353_0	VC_353_0	Clustered
Clostridium~phage~phiCD146	['Caudovirales']	['Siphoviridae']	Unassigned	353_0	VC_353_0	Clustered
Clostridium~phage~phiCD38-2	['Caudovirales']	['Siphoviridae']	Unassigned	353_0	VC_353_0	Clustered
Clostridium~phage~phiCD481-1	['Caudovirales']	['Myoviridae']	Unassigned	354_0	VC_354_0	Clustered
Clostridium~phage~phiCD505	['Caudovirales']	['Myoviridae']	['Cd119virus', 'Lubbockvirus']	190_1	VC_190_1	Clustered
Clostridium~phage~phiCD506	['Caudovirales']	['Myoviridae']	Unassigned	354_0	VC_354_0	Clustered
